"Actual investments by state, technology, and quarter (2023 million USD)"

version:,2024_Q4.20250218.0
created:,Tue Feb 18 16:00:32 2025 (MST)

Segment,State,Technology,Subcategory,quarter,Estimated_Actual_Quarterly_Expenditure,Decarb_Sector
Retail,WI,Distributed Electricity and Storage,Commercial Micro Hydro,2021-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Micro Hydro,2021-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Micro Hydro,2021-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Micro Hydro,2021-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Micro Hydro,2022-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Micro Hydro,2022-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Micro Hydro,2022-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Micro Hydro,2022-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Micro Hydro,2023-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Micro Hydro,2023-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Micro Hydro,2023-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Micro Hydro,2023-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Micro Hydro,2024-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Micro Hydro,2024-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Micro Hydro,2024-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Micro Hydro,2024-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q1,14.398728,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q2,2.202111,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q3,1.315599,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q4,2.106983,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q3,2.638647,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q4,2.701216,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2020-Q1,1.410997,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2020-Q2,3.092334,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2020-Q3,14.251247,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2020-Q4,18.529586,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2021-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2021-Q2,6.688186,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2021-Q3,4.080106,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2021-Q4,3.423789,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q1,5.452325,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q2,0.659035,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q3,3.264601,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q4,5.938109,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q1,5.073691,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q2,7.080631,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q3,5.480256,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q4,3.818973,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q1,8.302777,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q2,17.937020,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q3,5.599857,Power
Retail,WI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q4,6.949666,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2018-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2018-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2018-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2018-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2019-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2019-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2019-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2019-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2020-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2020-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2020-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2020-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2021-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2021-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2021-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2021-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2022-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2022-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2022-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2022-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2023-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2023-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2023-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2023-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2024-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2024-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2024-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2024-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2018-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2018-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2018-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2018-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2019-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2019-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2019-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2019-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2020-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2020-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2020-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2020-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2021-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2021-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2021-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2021-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2022-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2022-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2022-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2022-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2023-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2023-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2023-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2023-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2024-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2024-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2024-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2024-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2018-Q1,0.630272,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2018-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2018-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2018-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2019-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2019-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2019-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2019-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2020-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2020-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2020-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2020-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2021-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2021-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2021-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2021-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2022-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2022-Q2,0.299434,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2022-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2022-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2023-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2023-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2023-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2023-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2024-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2024-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2024-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Batteries,2024-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2018-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2018-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2018-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2018-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2019-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2019-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2019-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2019-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2020-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2020-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2020-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2020-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2021-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2021-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2021-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2021-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2022-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2022-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2022-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2022-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2023-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2023-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2023-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2023-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2024-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2024-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2024-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Micro Hydro,2024-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2018-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2018-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2018-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2018-Q4,0.107753,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2019-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2019-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2019-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2019-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2020-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2020-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2020-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2020-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2021-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2021-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2021-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2021-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2022-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2022-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2022-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2022-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2023-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2023-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2023-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2023-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2024-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2024-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2024-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial OnShoreWind,2024-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2018-Q1,1.135463,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2018-Q2,0.340032,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2018-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2018-Q4,1.246783,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2019-Q1,5.200422,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2019-Q2,0.718656,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2019-Q3,0.076871,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2019-Q4,4.177857,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2020-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2020-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2020-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2020-Q4,0.280804,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2021-Q1,0.481299,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2021-Q2,0.123450,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2021-Q3,1.833000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2021-Q4,3.225331,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2022-Q1,0.786426,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2022-Q2,0.134185,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2022-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2022-Q4,0.066243,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2023-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2023-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2023-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2023-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2024-Q1,3.905534,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2024-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2024-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2024-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential Batteries,2023-Q3,3.161221,Power
Retail,WI,Distributed Electricity and Storage,Residential Batteries,2023-Q4,0.499632,Power
Retail,WI,Distributed Electricity and Storage,Residential Batteries,2024-Q1,0.808826,Power
Retail,WI,Distributed Electricity and Storage,Residential Batteries,2024-Q2,1.639630,Power
Retail,WI,Distributed Electricity and Storage,Residential Batteries,2024-Q3,2.101188,Power
Retail,WI,Distributed Electricity and Storage,Residential Batteries,2024-Q4,2.336363,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q1,0.172206,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q3,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q4,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q1,1.610857,Power
Retail,WI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q2,3.979764,Power
Retail,WI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q3,5.612018,Power
Retail,WI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q4,6.678791,Power
Retail,WI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q1,4.894374,Power
Retail,WI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q2,8.143298,Power
Retail,WI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q3,11.935109,Power
Retail,WI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q4,15.391113,Power
Retail,WI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q1,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q2,0.000000,Power
Retail,WI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q3,8.991393,Power
Retail,WI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q4,7.107248,Power
Retail,WI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q1,5.499754,Power
Retail,WI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q2,9.792309,Power
Retail,WI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q3,16.562659,Power
Retail,WI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q4,10.542515,Power
Retail,WI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q1,5.057113,Power
